veh_lat_rnd,veh_long_rnd,start_time_mo,start_time_dayofwk,rides_on,rides_off
30.39,-97.71,12,3,710,692
30.39,-97.71,12,4,760,725
30.39,-97.71,12,5,933,895
30.39,-97.71,12,6,726,776
30.39,-97.71,12,7,376,343
30.39,-97.7,1,1,7,10
30.39,-97.7,1,2,8,9
30.39,-97.7,1,3,11,12
30.39,-97.7,1,4,16,12
30.39,-97.7,1,5,21,21
30.39,-97.7,1,6,7,2
30.39,-97.7,1,7,7,7
30.39,-97.7,8,1,17,19
30.39,-97.7,8,2,25,35
30.39,-97.7,8,3,29,28
30.39,-97.7,8,4,29,37
30.39,-97.7,8,5,11,8
30.39,-97.7,8,6,8,5
30.39,-97.7,8,7,10,8
30.39,-97.7,9,1,37,41
30.39,-97.7,9,2,38,44
30.39,-97.7,9,3,73,77
30.39,-97.7,9,4,50,61
30.39,-97.7,9,5,63,66
30.39,-97.7,9,6,76,69
30.39,-97.7,9,7,30,49
30.39,-97.7,10,1,38,42
30.39,-97.7,10,2,75,92
30.39,-97.7,10,3,89,70
30.39,-97.7,10,4,83,89
30.39,-97.7,10,5,65,63
30.39,-97.7,10,6,50,53
30.39,-97.7,10,7,39,43
30.39,-97.7,11,1,29,15
30.39,-97.7,11,2,67,63
30.39,-97.7,11,3,68,47
30.39,-97.7,11,4,110,109
30.39,-97.7,11,5,36,29
30.39,-97.7,11,6,57,55
30.39,-97.7,11,7,31,28
30.39,-97.7,12,1,23,23
30.39,-97.7,12,2,35,41
30.39,-97.7,12,3,49,56
30.39,-97.7,12,4,50,59
30.39,-97.7,12,5,75,80
30.39,-97.7,12,6,73,70
30.39,-97.7,12,7,49,65
30.39,-97.69,1,1,1,0
30.39,-97.69,1,2,4,2
30.39,-97.69,1,3,8,9
30.39,-97.69,1,4,11,8
30.39,-97.69,1,5,9,6
30.39,-97.69,1,6,3,11
30.39,-97.69,1,7,6,1
30.39,-97.69,8,1,6,3
30.39,-97.69,8,2,11,5
30.39,-97.69,8,3,20,16
30.39,-97.69,8,4,32,15
30.39,-97.69,8,5,3,4
30.39,-97.69,8,6,6,2
30.39,-97.69,8,7,8,4
30.39,-97.69,9,1,7,7
30.39,-97.69,9,2,52,25
30.39,-97.69,9,3,46,17
30.39,-97.69,9,4,43,31
30.39,-97.69,9,5,50,35
30.39,-97.69,9,6,56,47
30.39,-97.69,9,7,25,4
30.39,-97.69,10,1,17,7
30.39,-97.69,10,2,70,46
30.39,-97.69,10,3,41,29
30.39,-97.69,10,4,60,29
30.39,-97.69,10,5,54,31
30.39,-97.69,10,6,45,26
30.39,-97.69,10,7,31,11
30.39,-97.69,11,1,12,5
30.39,-97.69,11,2,29,39
30.39,-97.69,11,3,34,35
30.39,-97.69,11,4,43,36
30.39,-97.69,11,5,17,19
30.39,-97.69,11,6,26,11
30.39,-97.69,11,7,19,6
30.39,-97.69,12,1,3,2
30.39,-97.69,12,2,21,13
30.39,-97.69,12,3,42,22
30.39,-97.69,12,4,37,24
30.39,-97.69,12,5,42,21
30.39,-97.69,12,6,36,30
30.39,-97.69,12,7,27,10
30.39,-97.68,1,1,6,12
30.39,-97.68,1,2,9,10
30.39,-97.68,1,3,23,28
30.39,-97.68,1,4,10,15
30.39,-97.68,1,5,23,18
30.39,-97.68,1,6,23,19
30.39,-97.68,1,7,14,11
30.39,-97.68,8,1,26,18
30.39,-97.68,8,2,44,34
30.39,-97.68,8,3,42,46
30.39,-97.68,8,4,41,28
30.39,-97.68,8,5,17,17
30.39,-97.68,8,6,15,18
30.39,-97.68,8,7,14,9
30.39,-97.68,9,1,23,26
30.39,-97.68,9,2,46,52
30.39,-97.68,9,3,88,79
30.39,-97.68,9,4,61,69
30.39,-97.68,9,5,95,98
30.39,-97.68,9,6,123,144
30.39,-97.68,9,7,33,44
30.39,-97.68,10,1,51,57
30.39,-97.68,10,2,109,108
30.39,-97.68,10,3,68,68
30.39,-97.68,10,4,105,113
30.39,-97.68,10,5,85,109
30.39,-97.68,10,6,102,106
30.39,-97.68,10,7,63,95
30.39,-97.68,11,1,38,39
30.39,-97.68,11,2,69,85
30.39,-97.68,11,3,108,116
30.39,-97.68,11,4,120,134
30.39,-97.68,11,5,68,62
30.39,-97.68,11,6,100,127
30.39,-97.68,11,7,55,70
30.39,-97.68,12,1,24,35
30.39,-97.68,12,2,60,66
30.39,-97.68,12,3,60,61
30.39,-97.68,12,4,75,64
30.39,-97.68,12,5,76,85
30.39,-97.68,12,6,113,145
30.39,-97.68,12,7,55,79
30.39,-97.67,8,4,0,1
30.39,-97.67,8,5,0,1
30.39,-97.67,9,4,0,1
30.39,-97.67,9,5,0,1
30.39,-97.67,11,6,1,2
30.39,-97.66,1,1,9,9
30.39,-97.66,1,2,14,14
30.39,-97.66,1,3,23,21
30.39,-97.66,1,4,23,19
30.39,-97.66,1,5,25,33
30.39,-97.66,1,6,15,9
30.39,-97.66,1,7,9,6
30.39,-97.66,8,1,23,16
30.39,-97.66,8,2,26,29
30.39,-97.66,8,3,49,39
30.39,-97.66,8,4,46,51
30.39,-97.66,8,5,13,8
30.39,-97.66,8,6,12,8
30.39,-97.66,8,7,22,13
30.39,-97.66,9,1,47,47
30.39,-97.66,9,2,100,84
30.39,-97.66,9,3,109,116
30.39,-97.66,9,4,121,100
30.39,-97.66,9,5,94,96
30.39,-97.66,9,6,110,110
30.39,-97.66,9,7,60,46
30.39,-97.66,10,1,64,53
30.39,-97.66,10,2,142,122
30.39,-97.66,10,3,115,110
30.39,-97.66,10,4,107,88
30.39,-97.66,10,5,140,114
30.39,-97.66,10,6,85,88
30.39,-97.66,10,7,78,59
30.39,-97.66,11,1,30,24
30.39,-97.66,11,2,82,78
30.39,-97.66,11,3,98,98
30.39,-97.66,11,4,126,122
30.39,-97.66,11,5,57,42
30.39,-97.66,11,6,68,60
30.39,-97.66,11,7,66,54
30.39,-97.66,12,1,29,33
30.39,-97.66,12,2,72,64
30.39,-97.66,12,3,88,82
30.39,-97.66,12,4,96,90
30.39,-97.66,12,5,109,102
30.39,-97.66,12,6,79,82
30.39,-97.66,12,7,61,49
30.4,-97.84,11,6,1,0
30.4,-97.75,1,1,71,84
30.4,-97.75,1,2,156,148
30.4,-97.75,1,3,193,198
30.4,-97.75,1,4,191,191
30.4,-97.75,1,5,197,188
30.4,-97.75,1,6,157,145
30.4,-97.75,1,7,108,123
30.4,-97.75,8,1,223,253
30.4,-97.75,8,2,559,476
30.4,-97.75,8,3,483,478
30.4,-97.75,8,4,567,556
30.4,-97.75,8,5,244,236
30.4,-97.75,8,6,236,218
30.4,-97.75,8,7,147,148
30.4,-97.75,9,1,440,491
30.4,-97.75,9,2,803,854
30.4,-97.75,9,3,1094,1058
30.4,-97.75,9,4,1128,1095
30.4,-97.75,9,5,1373,1264
30.4,-97.75,9,6,1244,1189
30.4,-97.75,9,7,507,584
30.4,-97.75,10,1,523,637
30.4,-97.75,10,2,1292,1217
30.4,-97.75,10,3,1046,1020
30.4,-97.75,10,4,1083,1039
30.4,-97.75,10,5,1132,1031
30.4,-97.75,10,6,901,882
30.4,-97.75,10,7,724,804
30.4,-97.75,11,1,391,502
30.4,-97.75,11,2,945,890
30.4,-97.75,11,3,1150,1128
30.4,-97.75,11,4,1190,1118
30.4,-97.75,11,5,773,720
30.4,-97.75,11,6,955,956
30.4,-97.75,11,7,466,554
30.4,-97.75,12,1,322,361
30.4,-97.75,12,2,713,711
30.4,-97.75,12,3,814,803
30.4,-97.75,12,4,758,775
30.4,-97.75,12,5,1032,1005
30.4,-97.75,12,6,948,970
30.4,-97.75,12,7,581,629
30.4,-97.74,1,1,5,15
30.4,-97.74,1,2,9,25
30.4,-97.74,1,3,16,36
30.4,-97.74,1,4,13,22
30.4,-97.74,1,5,20,33
30.4,-97.74,1,6,14,19
30.4,-97.74,1,7,6,22
30.4,-97.74,8,1,6,27
30.4,-97.74,8,2,35,62
30.4,-97.74,8,3,33,73
30.4,-97.74,8,4,42,84
30.4,-97.74,8,5,12,39
30.4,-97.74,8,6,12,21
30.4,-97.74,8,7,15,27
30.4,-97.74,9,1,28,66
30.4,-97.74,9,2,63,120
30.4,-97.74,9,3,72,142
30.4,-97.74,9,4,74,165
30.4,-97.74,9,5,100,183
30.4,-97.74,9,6,93,207
30.4,-97.74,9,7,35,92
30.4,-97.74,10,1,22,60
30.4,-97.74,10,2,77,177
30.4,-97.74,10,3,77,145
30.4,-97.74,10,4,72,162
30.4,-97.74,10,5,66,136
30.4,-97.74,10,6,75,156
30.4,-97.74,10,7,55,115
30.4,-97.74,11,1,20,66
30.4,-97.74,11,2,66,154
30.4,-97.74,11,3,81,178
30.4,-97.74,11,4,85,179
30.4,-97.74,11,5,63,118
30.4,-97.74,11,6,66,176
30.4,-97.74,11,7,28,82
30.4,-97.74,12,1,18,52
30.4,-97.74,12,2,40,102
30.4,-97.74,12,3,71,130
30.4,-97.74,12,4,61,142
30.4,-97.74,12,5,81,163
30.4,-97.74,12,6,84,160
30.4,-97.74,12,7,37,67
30.4,-97.73,1,1,6,7
30.4,-97.73,1,2,11,13
30.4,-97.73,1,3,23,16
30.4,-97.73,1,4,20,16
30.4,-97.73,1,5,14,10
30.4,-97.73,1,6,11,13
30.4,-97.73,1,7,8,9
30.4,-97.73,8,1,16,25
30.4,-97.73,8,2,39,39
30.4,-97.73,8,3,43,28
30.4,-97.73,8,4,46,39
30.4,-97.73,8,5,17,21
30.4,-97.73,8,6,12,16
30.4,-97.73,8,7,13,21
30.4,-97.73,9,1,59,59
30.4,-97.73,9,2,78,70
30.4,-97.73,9,3,69,63
30.4,-97.73,9,4,110,95
30.4,-97.73,9,5,88,127
30.4,-97.73,9,6,107,117
30.4,-97.73,9,7,54,67
30.4,-97.73,10,1,66,85
30.4,-97.73,10,2,110,111
30.4,-97.73,10,3,70,70
30.4,-97.73,10,4,79,89
30.4,-97.73,10,5,62,80
30.4,-97.73,10,6,101,86
30.4,-97.73,10,7,67,95
30.4,-97.73,11,1,26,39
30.4,-97.73,11,2,85,85
30.4,-97.73,11,3,76,69
30.4,-97.73,11,4,91,86
30.4,-97.73,11,5,47,55
30.4,-97.73,11,6,75,68
30.4,-97.73,11,7,27,51
30.4,-97.73,12,1,31,30
30.4,-97.73,12,2,66,68
30.4,-97.73,12,3,69,60
30.4,-97.73,12,4,73,66
30.4,-97.73,12,5,70,81
30.4,-97.73,12,6,85,76
30.4,-97.73,12,7,56,60
30.4,-97.72,1,1,213,222
30.4,-97.72,1,2,296,301
30.4,-97.72,1,3,342,357
30.4,-97.72,1,4,322,369
30.4,-97.72,1,5,310,343
30.4,-97.72,1,6,269,308
30.4,-97.72,1,7,170,193
30.4,-97.72,8,1,418,446
30.4,-97.72,8,2,661,700
30.4,-97.72,8,3,693,685
30.4,-97.72,8,4,714,730
30.4,-97.72,8,5,381,364
30.4,-97.72,8,6,397,394
30.4,-97.72,8,7,260,308
30.4,-97.72,9,1,766,805
30.4,-97.72,9,2,1215,1306
30.4,-97.72,9,3,1408,1467
30.4,-97.72,9,4,1321,1378
30.4,-97.72,9,5,1692,1817
30.4,-97.72,9,6,1921,2006
30.4,-97.72,9,7,1161,1171
30.4,-97.72,10,1,1337,1341
30.4,-97.72,10,2,1773,1880
30.4,-97.72,10,3,1431,1559
30.4,-97.72,10,4,1486,1565
30.4,-97.72,10,5,1545,1619
30.4,-97.72,10,6,1554,1649
30.4,-97.72,10,7,1721,1847
30.4,-97.72,11,1,854,882
30.4,-97.72,11,2,1510,1542
30.4,-97.72,11,3,1857,2018
30.4,-97.72,11,4,1773,1890
30.4,-97.72,11,5,1304,1328
30.4,-97.72,11,6,1797,1881
30.4,-97.72,11,7,1005,1124
30.4,-97.72,12,1,632,697
30.4,-97.72,12,2,1319,1348
30.4,-97.72,12,3,1436,1483
30.4,-97.72,12,4,1387,1467
30.4,-97.72,12,5,1805,1895
30.4,-97.72,12,6,1767,1891
30.4,-97.72,12,7,1132,1172
30.4,-97.71,1,1,16,21
30.4,-97.71,1,2,22,30
30.4,-97.71,1,3,41,44
30.4,-97.71,1,4,45,49
30.4,-97.71,1,5,46,48
30.4,-97.71,1,6,48,46
30.4,-97.71,1,7,22,16
30.4,-97.71,8,1,39,43
30.4,-97.71,8,2,102,112
30.4,-97.71,8,3,119,137
30.4,-97.71,8,4,104,124
30.4,-97.71,8,5,36,52
30.4,-97.71,8,6,42,53
30.4,-97.71,8,7,24,22
30.4,-97.71,9,1,73,61
30.4,-97.71,9,2,186,183
30.4,-97.71,9,3,263,260
30.4,-97.71,9,4,258,242
30.4,-97.71,9,5,288,308
30.4,-97.71,9,6,246,254
30.4,-97.71,9,7,99,84
30.4,-97.71,10,1,88,110
30.4,-97.71,10,2,296,295
30.4,-97.71,10,3,288,266
30.4,-97.71,10,4,258,234
30.4,-97.71,10,5,281,274
30.4,-97.71,10,6,229,196
30.4,-97.71,10,7,140,136
30.4,-97.71,11,1,67,76
30.4,-97.71,11,2,233,234
30.4,-97.71,11,3,304,305
30.4,-97.71,11,4,308,285
30.4,-97.71,11,5,229,205
30.4,-97.71,11,6,220,188
30.4,-97.71,11,7,118,107
30.4,-97.71,12,1,51,77
30.4,-97.71,12,2,176,134
30.4,-97.71,12,3,217,219
30.4,-97.71,12,4,172,187
30.4,-97.71,12,5,245,278
30.4,-97.71,12,6,226,201
30.4,-97.71,12,7,102,104
30.4,-97.7,1,1,55,47
30.4,-97.7,1,2,81,66
30.4,-97.7,1,3,130,81
30.4,-97.7,1,4,130,98
30.4,-97.7,1,5,132,93
30.4,-97.7,1,6,123,77
30.4,-97.7,1,7,70,57
30.4,-97.7,8,1,138,103
30.4,-97.7,8,2,370,353
30.4,-97.7,8,3,412,366
30.4,-97.7,8,4,398,325
30.4,-97.7,8,5,144,104
30.4,-97.7,8,6,160,121
30.4,-97.7,8,7,80,51
30.4,-97.7,9,1,246,187
30.4,-97.7,9,2,787,722
30.4,-97.7,9,3,1004,898
30.4,-97.7,9,4,912,783
30.4,-97.7,9,5,1329,1091
30.4,-97.7,9,6,803,656
30.4,-97.7,9,7,422,326
30.4,-97.7,10,1,399,297
30.4,-97.7,10,2,1142,1058
30.4,-97.7,10,3,977,828
30.4,-97.7,10,4,935,796
30.4,-97.7,10,5,1025,919
30.4,-97.7,10,6,683,551
30.4,-97.7,10,7,533,408
30.4,-97.7,11,1,268,223
30.4,-97.7,11,2,854,784
30.4,-97.7,11,3,1058,974
30.4,-97.7,11,4,1028,929
30.4,-97.7,11,5,736,679
30.4,-97.7,11,6,576,471
30.4,-97.7,11,7,353,310
30.4,-97.7,12,1,217,183
30.4,-97.7,12,2,563,522
30.4,-97.7,12,3,658,575
30.4,-97.7,12,4,599,513
30.4,-97.7,12,5,842,769
30.4,-97.7,12,6,600,482
30.4,-97.7,12,7,390,332
30.4,-97.68,1,1,3,1
30.4,-97.68,1,2,3,5
30.4,-97.68,1,3,11,16
30.4,-97.68,1,4,10,19
30.4,-97.68,1,5,10,19
30.4,-97.68,1,6,7,15
30.4,-97.68,1,7,1,2
30.4,-97.68,8,1,14,14
30.4,-97.68,8,2,15,32
30.4,-97.68,8,3,28,36
30.4,-97.68,8,4,26,47
30.4,-97.68,8,5,12,15
30.4,-97.68,8,6,5,15
30.4,-97.68,8,7,4,5
30.4,-97.68,9,1,19,33
30.4,-97.68,9,2,19,45
30.4,-97.68,9,3,51,88
30.4,-97.68,9,4,36,65
30.4,-97.68,9,5,55,86
30.4,-97.68,9,6,71,86
30.4,-97.68,9,7,24,38
30.4,-97.68,10,1,34,44
30.4,-97.68,10,2,42,73
30.4,-97.68,10,3,37,58
30.4,-97.68,10,4,86,106
30.4,-97.68,10,5,37,60
30.4,-97.68,10,6,29,50
30.4,-97.68,10,7,25,49
30.4,-97.68,11,1,21,27
30.4,-97.68,11,2,43,91
30.4,-97.68,11,3,55,102
30.4,-97.68,11,4,49,95
30.4,-97.68,11,5,26,61
30.4,-97.68,11,6,40,75
30.4,-97.68,11,7,24,43
30.4,-97.68,12,1,12,14
30.4,-97.68,12,2,30,59
30.4,-97.68,12,3,36,58
30.4,-97.68,12,4,47,71
30.4,-97.68,12,5,49,74
30.4,-97.68,12,6,30,57
30.4,-97.68,12,7,19,31
30.4,-97.67,1,1,11,10
30.4,-97.67,1,2,12,21
30.4,-97.67,1,3,20,22
30.4,-97.67,1,4,18,14
30.4,-97.67,1,5,21,23
30.4,-97.67,1,6,8,10
30.4,-97.67,1,7,8,13
30.4,-97.67,8,1,31,21
30.4,-97.67,8,2,32,30
30.4,-97.67,8,3,49,53
30.4,-97.67,8,4,49,46
30.4,-97.67,8,5,6,10
30.4,-97.67,8,6,18,15
30.4,-97.67,8,7,14,13
30.4,-97.67,9,1,59,49
30.4,-97.67,9,2,85,83
30.4,-97.67,9,3,120,107
30.4,-97.67,9,4,109,108
30.4,-97.67,9,5,130,119
30.4,-97.67,9,6,135,144
30.4,-97.67,9,7,81,57
30.4,-97.67,10,1,65,74
30.4,-97.67,10,2,189,161
30.4,-97.67,10,3,121,107
30.4,-97.67,10,4,134,117
30.4,-97.67,10,5,155,126
30.4,-97.67,10,6,114,112
30.4,-97.67,10,7,117,100
30.4,-97.67,11,1,29,24
30.4,-97.67,11,2,98,94
30.4,-97.67,11,3,135,113
30.4,-97.67,11,4,138,124
30.4,-97.67,11,5,83,64
30.4,-97.67,11,6,88,91
30.4,-97.67,11,7,71,65
30.4,-97.67,12,1,48,34
30.4,-97.67,12,2,78,70
30.4,-97.67,12,3,77,72
30.4,-97.67,12,4,94,81
30.4,-97.67,12,5,96,97
30.4,-97.67,12,6,103,111
30.4,-97.67,12,7,51,52
30.4,-97.66,1,1,5,4
30.4,-97.66,1,2,12,10
30.4,-97.66,1,3,31,16
30.4,-97.66,1,4,23,25
30.4,-97.66,1,5,23,16
30.4,-97.66,1,6,19,25
30.4,-97.66,1,7,14,11
30.4,-97.66,8,1,18,17
30.4,-97.66,8,2,39,35
30.4,-97.66,8,3,59,62
30.4,-97.66,8,4,58,50
30.4,-97.66,8,5,14,12
30.4,-97.66,8,6,17,13
30.4,-97.66,8,7,12,8
30.4,-97.66,9,1,38,37
30.4,-97.66,9,2,100,87
30.4,-97.66,9,3,127,101
30.4,-97.66,9,4,109,95
30.4,-97.66,9,5,129,105
30.4,-97.66,9,6,151,120
30.4,-97.66,9,7,60,31
30.4,-97.66,10,1,56,32
30.4,-97.66,10,2,148,140
30.4,-97.66,10,3,115,91
30.4,-97.66,10,4,119,113
30.4,-97.66,10,5,123,95
30.4,-97.66,10,6,85,73
30.4,-97.66,10,7,84,56
30.4,-97.66,11,1,39,31
30.4,-97.66,11,2,118,87
30.4,-97.66,11,3,148,97
30.4,-97.66,11,4,149,104
30.4,-97.66,11,5,81,65
30.4,-97.66,11,6,112,76
30.4,-97.66,11,7,49,43
30.4,-97.66,12,1,27,23
30.4,-97.66,12,2,89,75
30.4,-97.66,12,3,104,74
30.4,-97.66,12,4,107,74
30.4,-97.66,12,5,131,97
30.4,-97.66,12,6,122,89
30.4,-97.66,12,7,50,37
30.4,-97.61,10,4,5,11
30.41,-97.85,1,2,1,1
30.41,-97.85,1,3,0,1
30.41,-97.85,1,4,0,1
30.41,-97.85,1,5,0,2
30.41,-97.85,1,6,0,3
30.41,-97.85,8,2,2,2
30.41,-97.85,8,3,2,4
30.41,-97.85,8,4,2,3
30.41,-97.85,8,5,0,1
30.41,-97.85,8,6,0,3
30.41,-97.85,9,2,6,7
30.41,-97.85,9,3,10,6
30.41,-97.85,9,4,8,14
30.41,-97.85,9,5,4,12
30.41,-97.85,9,6,17,14
30.41,-97.85,10,2,13,17
30.41,-97.85,10,3,10,8
30.41,-97.85,10,4,14,12
30.41,-97.85,10,5,4,9
30.41,-97.85,10,6,10,14
30.41,-97.85,11,2,12,12
30.41,-97.85,11,3,14,12
30.41,-97.85,11,4,10,12
30.41,-97.85,11,5,6,9
30.41,-97.85,11,6,8,14
30.41,-97.85,12,2,9,9
30.41,-97.85,12,3,5,5
30.41,-97.85,12,4,5,6
30.41,-97.85,12,5,5,5
30.41,-97.85,12,6,4,7
30.41,-97.85,12,7,1,1
30.41,-97.75,1,1,7,7
30.41,-97.75,1,2,50,27
30.41,-97.75,1,3,65,40
30.41,-97.75,1,4,70,34
30.41,-97.75,1,5,68,38
30.41,-97.75,1,6,48,24
30.41,-97.75,1,7,11,9
30.41,-97.75,8,1,24,19
30.41,-97.75,8,2,154,115
30.41,-97.75,8,3,172,96
30.41,-97.75,8,4,156,123
30.41,-97.75,8,5,84,81
30.41,-97.75,8,6,84,44
30.41,-97.75,8,7,21,14
30.41,-97.75,9,1,33,19
30.41,-97.75,9,2,200,155
30.41,-97.75,9,3,311,224
30.41,-97.75,9,4,313,184
30.41,-97.75,9,5,386,256
30.41,-97.75,9,6,368,242
30.41,-97.75,9,7,69,31
30.41,-97.75,10,1,55,24
30.41,-97.75,10,2,371,281
30.41,-97.75,10,3,317,244
30.41,-97.75,10,4,328,251
30.41,-97.75,10,5,356,239
30.41,-97.75,10,6,283,214
30.41,-97.75,10,7,83,85
30.41,-97.75,11,1,59,31
30.41,-97.75,11,2,321,229
30.41,-97.75,11,3,402,299
30.41,-97.75,11,4,371,252
30.41,-97.75,11,5,239,139
30.41,-97.75,11,6,253,170
30.41,-97.75,11,7,57,40
30.41,-97.75,12,1,48,21
30.41,-97.75,12,2,191,123
30.41,-97.75,12,3,221,184
30.41,-97.75,12,4,224,146
30.41,-97.75,12,5,330,219
30.41,-97.75,12,6,282,192
30.41,-97.75,12,7,80,72
30.41,-97.74,1,1,0,2
30.41,-97.74,1,2,4,6
30.41,-97.74,1,3,4,5
30.41,-97.74,1,4,4,8
30.41,-97.74,1,5,7,10
30.41,-97.74,1,6,3,10
30.41,-97.74,1,7,1,5
30.41,-97.74,8,1,8,8
30.41,-97.74,8,2,10,24
30.41,-97.74,8,3,6,26
30.41,-97.74,8,4,18,28
30.41,-97.74,8,5,4,12
30.41,-97.74,8,6,7,8
30.41,-97.74,8,7,1,9
30.41,-97.74,9,1,7,9
30.41,-97.74,9,2,11,38
30.41,-97.74,9,3,14,51
30.41,-97.74,9,4,23,47
30.41,-97.74,9,5,26,48
30.41,-97.74,9,6,23,56
30.41,-97.74,9,7,14,36
30.41,-97.74,10,1,7,15
30.41,-97.74,10,2,33,77
30.41,-97.74,10,3,35,49
30.41,-97.74,10,4,18,49
30.41,-97.74,10,5,27,53
30.41,-97.74,10,6,26,45
30.41,-97.74,10,7,16,48
30.41,-97.74,11,1,7,14
30.41,-97.74,11,2,11,62
30.41,-97.74,11,3,26,82
30.41,-97.74,11,4,29,85
30.41,-97.74,11,5,8,35
30.41,-97.74,11,6,27,61
30.41,-97.74,11,7,14,19
30.41,-97.74,12,1,6,6
30.41,-97.74,12,2,14,33
30.41,-97.74,12,3,31,56
30.41,-97.74,12,4,16,42
30.41,-97.74,12,5,35,69
30.41,-97.74,12,6,22,62
30.41,-97.74,12,7,10,32
30.41,-97.72,1,2,10,6
30.41,-97.72,1,3,5,5
30.41,-97.72,1,4,4,6
30.41,-97.72,1,5,2,2
30.41,-97.72,1,6,15,22
30.41,-97.72,8,2,25,13
30.41,-97.72,8,3,13,8
30.41,-97.72,8,4,16,10
30.41,-97.72,8,5,9,7
30.41,-97.72,8,6,7,6
30.41,-97.72,9,2,23,23
30.41,-97.72,9,3,31,28
30.41,-97.72,9,4,28,30
30.41,-97.72,9,5,38,33
30.41,-97.72,9,6,56,50
30.41,-97.72,10,2,36,39
30.41,-97.72,10,3,29,27
30.41,-97.72,10,4,25,27
30.41,-97.72,10,5,31,26
30.41,-97.72,10,6,28,28
30.41,-97.72,11,2,22,21
30.41,-97.72,11,3,33,30
30.41,-97.72,11,4,52,52
30.41,-97.72,11,5,20,22
30.41,-97.72,11,6,13,9
30.41,-97.72,12,1,223,230
30.41,-97.72,12,2,41,41
30.41,-97.72,12,3,22,16
30.41,-97.72,12,4,46,41
30.41,-97.72,12,5,29,30
30.41,-97.72,12,6,63,38
30.41,-97.71,1,1,23,18
30.41,-97.71,1,2,21,21
30.41,-97.71,1,3,23,35
30.41,-97.71,1,4,26,35
30.41,-97.71,1,5,29,39
30.41,-97.71,1,6,15,29
30.41,-97.71,1,7,18,20
30.41,-97.71,8,1,26,28
30.41,-97.71,8,2,72,84
30.41,-97.71,8,3,78,74
30.41,-97.71,8,4,56,81
30.41,-97.71,8,5,15,21
30.41,-97.71,8,6,25,40
30.41,-97.71,8,7,27,26
30.41,-97.71,9,1,54,44
30.41,-97.71,9,2,108,150
30.41,-97.71,9,3,120,192
30.41,-97.71,9,4,121,167
30.41,-97.71,9,5,140,208
30.41,-97.71,9,6,150,223
30.41,-97.71,9,7,67,96
30.41,-97.71,10,1,99,100
30.41,-97.71,10,2,149,205
30.41,-97.71,10,3,163,219
30.41,-97.71,10,4,141,151
30.41,-97.71,10,5,146,199
30.41,-97.71,10,6,115,172
30.41,-97.71,10,7,89,124
30.41,-97.71,11,1,65,77
30.41,-97.71,11,2,133,175
30.41,-97.71,11,3,137,211
30.41,-97.71,11,4,160,227
30.41,-97.71,11,5,109,132
30.41,-97.71,11,6,119,170
30.41,-97.71,11,7,59,65
30.41,-97.71,12,1,47,63
30.41,-97.71,12,2,89,132
30.41,-97.71,12,3,123,179
30.41,-97.71,12,4,103,152
30.41,-97.71,12,5,139,177
30.41,-97.71,12,6,115,182
30.41,-97.71,12,7,78,107
30.41,-97.7,1,1,34,25
30.41,-97.7,1,2,74,57
30.41,-97.7,1,3,119,111
30.41,-97.7,1,4,85,92
30.41,-97.7,1,5,102,88
30.41,-97.7,1,6,79,74
30.41,-97.7,1,7,63,50
30.41,-97.7,8,1,99,89
30.41,-97.7,8,2,202,209
30.41,-97.7,8,3,230,228
30.41,-97.7,8,4,222,205
30.41,-97.7,8,5,121,89
30.41,-97.7,8,6,87,101
30.41,-97.7,8,7,72,85
30.41,-97.7,9,1,201,204
30.41,-97.7,9,2,454,443
30.41,-97.7,9,3,503,444
30.41,-97.7,9,4,481,451
30.41,-97.7,9,5,595,558
30.41,-97.7,9,6,579,506
30.41,-97.7,9,7,313,262
30.41,-97.7,10,1,330,301
30.41,-97.7,10,2,655,590
30.41,-97.7,10,3,472,454
30.41,-97.7,10,4,480,405
30.41,-97.7,10,5,524,482
30.41,-97.7,10,6,506,440
30.41,-97.7,10,7,396,356
30.41,-97.7,11,1,232,192
30.41,-97.7,11,2,544,516
30.41,-97.7,11,3,585,573
30.41,-97.7,11,4,595,520
30.41,-97.7,11,5,411,389
30.41,-97.7,11,6,467,410
30.41,-97.7,11,7,292,259
30.41,-97.7,12,1,170,136
30.41,-97.7,12,2,351,351
30.41,-97.7,12,3,432,410
30.41,-97.7,12,4,418,360
30.41,-97.7,12,5,482,444
30.41,-97.7,12,6,454,376
30.41,-97.7,12,7,276,253
30.41,-97.69,1,1,22,24
30.41,-97.69,1,2,34,41
30.41,-97.69,1,3,57,61
30.41,-97.69,1,4,53,50
30.41,-97.69,1,5,40,40
30.41,-97.69,1,6,44,32
30.41,-97.69,1,7,22,28
30.41,-97.69,8,1,58,62
30.41,-97.69,8,2,89,88
30.41,-97.69,8,3,89,111
30.41,-97.69,8,4,107,118
30.41,-97.69,8,5,52,61
30.41,-97.69,8,6,52,52
30.41,-97.69,8,7,46,57
30.41,-97.69,9,1,88,113
30.41,-97.69,9,2,201,180
30.41,-97.69,9,3,201,201
30.41,-97.69,9,4,213,210
30.41,-97.69,9,5,273,271
30.41,-97.69,9,6,265,300
30.41,-97.69,9,7,154,178
30.41,-97.69,10,1,128,179
30.41,-97.69,10,2,255,267
30.41,-97.69,10,3,194,192
30.41,-97.69,10,4,211,218
30.41,-97.69,10,5,202,239
30.41,-97.69,10,6,218,254
30.41,-97.69,10,7,211,252
